AccidentReference,CasualtySeverity,Date_of_Collision,Calendar_Month,Calendar_Year,VehicleReferenceNumber,CasualtyReferenceNumber,CasualtyClass,CasualtySex,CasualtyAge,GIS_Division_Desc,GIS_Local_Authority,Eastings,Northings
0941865,Slight,21-Mar-20,3,2020,2,1,Driver/Rider,Male,28,Greater Glasgow,Glasgow City,255376,664363
0941885,Serious,20-Mar-20,3,2020,1,1,Driver/Rider,Female,41,Dumfries and Galloway,Dumfries & Galloway,241633,565648
0941886,Slight,29-Feb-20,2,2020,1,1,Driver/Rider,Female,23,Dumfries and Galloway,Dumfries & Galloway,317005,570626
0941889,Slight,16-Mar-20,3,2020,1,1,Driver/Rider,Male,38,Forth Valley,Falkirk,294356,673829
0941897,Serious,21-Mar-20,3,2020,2,1,Pedestrian,Male,27,Greater Glasgow,Glasgow City,260202,669348
0941916,Slight,21-Mar-20,3,2020,2,1,Driver/Rider,Male,51,Ayrshire,South Ayrshire,235082,622527
0941916,Slight,21-Mar-20,3,2020,2,2,Passenger/Pillion,Female,49,Ayrshire,South Ayrshire,235082,622527
0941947,Serious,22-Mar-20,3,2020,1,1,Pedestrian,Female,26,Edinburgh,City of Edinburgh,329934,671879
0941947,Serious,22-Mar-20,3,2020,1,2,Pedestrian,Female,18,Edinburgh,City of Edinburgh,329934,671879
0941950,Serious,21-Mar-20,3,2020,1,1,Driver/Rider,Female,52,Highland and Islands,Highland,187054,857537
0941967,Slight,22-Mar-20,3,2020,1,1,Passenger/Pillion,Female,38,Argyll and West Dunbartonshire,West Dunbartonshire,242239,674224
0941969,Serious,21-Mar-20,3,2020,1,2,Passenger/Pillion,Female,61,Dumfries and Galloway,Dumfries & Galloway,325145,571845
0942056,Serious,19-Mar-20,3,2020,1,1,Driver/Rider,Male,43,Renfrewshire and Inverclyde,Renfrewshire,243202,663882
0942119,Slight,23-Mar-20,3,2020,2,1,Driver/Rider,Male,51,Greater Glasgow,Glasgow City,254834,669012
0942227,Slight,23-Mar-20,3,2020,2,1,Driver/Rider,Male,46,Greater Glasgow,Glasgow City,251594,670000
0942229,Slight,23-Mar-20,3,2020,1,1,Pedestrian,Male,22,Lanarkshire,North Lanarkshire,273403,664983
0942231,Slight,20-Mar-20,3,2020,1,1,Driver/Rider,Female,30,The Lothians and Scottish Borders,East Lothian,336548,672547
0942238,Slight,20-Mar-20,3,2020,1,1,Driver/Rider,Female,22,Edinburgh,City of Edinburgh,323542,677081
0942240,Slight,20-Mar-20,3,2020,2,1,Driver/Rider,Male,17,Ayrshire,East Ayrshire,257513,620106
0942241,Serious,23-Mar-20,3,2020,1,1,Driver/Rider,Male,24,Greater Glasgow,Glasgow City,269147,664231
0942241,Serious,23-Mar-20,3,2020,1,2,Passenger/Pillion,Male,26,Greater Glasgow,Glasgow City,269147,664231
0942243,Slight,22-Mar-20,3,2020,1,1,Pedestrian,Female,61,Lanarkshire,South Lanarkshire,269277,644074
0942250,Serious,18-Mar-20,3,2020,1,1,Driver/Rider,Male,18,The Lothians and Scottish Borders,Scottish Borders,364284,636159
0942250,Serious,18-Mar-20,3,2020,1,2,Passenger/Pillion,Female,16,The Lothians and Scottish Borders,Scottish Borders,364284,636159
0942482,Slight,21-Mar-20,3,2020,1,1,Pedestrian,Male,17,Edinburgh,City of Edinburgh,325565,673990
0942489,Slight,22-Mar-20,3,2020,1,1,Driver/Rider,Male,49,Fife,Fife,349650,703683
0942499,Serious,15-Mar-20,3,2020,1,1,Pedestrian,Female,51,Ayrshire,East Ayrshire,243183,638510
0942508,Serious,24-Mar-20,3,2020,1,1,Driver/Rider,Male,45,Lanarkshire,North Lanarkshire,272747,661532
0942537,Slight,24-Mar-20,3,2020,1,1,Driver/Rider,Male,62,Ayrshire,South Ayrshire,234174,608802
0942572,Serious,20-Mar-20,3,2020,1,1,Driver/Rider,Male,19,Lanarkshire,North Lanarkshire,279259,667369
0942632,Serious,02-Mar-20,3,2020,2,1,Driver/Rider,Male,25,Edinburgh,City of Edinburgh,330783,673497
0942648,Slight,25-Mar-20,3,2020,2,1,Passenger/Pillion,Female,55,Greater Glasgow,East Dunbartonshire,257137,673174
0942712,Serious,25-Mar-20,3,2020,1,1,Driver/Rider,Male,22,Lanarkshire,North Lanarkshire,271364,663512
0942740,Slight,15-Jan-20,1,2020,2,1,Driver/Rider,Male,17,Tayside,Angus,345929,751137
0943137,Slight,28-Mar-20,3,2020,2,1,Driver/Rider,Male,52,Forth Valley,Stirling,279926,690201
0943173,Fatal,29-Mar-20,3,2020,1,1,Driver/Rider,Male,36,Lanarkshire,North Lanarkshire,290151,664768
0943199,Slight,28-Mar-20,3,2020,1,3,Passenger/Pillion,Female,37,Edinburgh,City of Edinburgh,321901,673111
0943199,Serious,28-Mar-20,3,2020,2,5,Driver/Rider,Male,44,Edinburgh,City of Edinburgh,321901,673111
0943199,Slight,28-Mar-20,3,2020,3,1,Driver/Rider,Female,27,Edinburgh,City of Edinburgh,321901,673111
0943199,Slight,28-Mar-20,3,2020,4,2,Driver/Rider,Male,46,Edinburgh,City of Edinburgh,321901,673111
0943199,Slight,28-Mar-20,3,2020,4,4,Passenger/Pillion,Male,34,Edinburgh,City of Edinburgh,321901,673111
0943216,Fatal,29-Mar-20,3,2020,1,1,Driver/Rider,Male,56,Edinburgh,City of Edinburgh,325467,672111
0943219,Fatal,29-Mar-20,3,2020,1,1,Pedestrian,Male,80,Tayside,Perth & Kinross,317426,731418
0943267,Slight,09-Jan-20,1,2020,2,1,Driver/Rider,Male,62,Dumfries and Galloway,Dumfries & Galloway,294226,575354
0943422,Slight,30-Mar-20,3,2020,1,1,Pedestrian,Male,50,Lanarkshire,North Lanarkshire,277238,665514
0943560,Serious,28-Mar-20,3,2020,1,1,Driver/Rider,Male,32,The Lothians and Scottish Borders,Scottish Borders,317901,649692
0943571,Slight,31-Mar-20,3,2020,2,1,Driver/Rider,Female,47,Greater Glasgow,Glasgow City,258372,667055
0943604,Slight,31-Mar-20,3,2020,1,1,Pedestrian,Male,10,The Lothians and Scottish Borders,Midlothian,334303,662589
0943609,Slight,26-Mar-20,3,2020,1,1,Pedestrian,Female,43,Highland and Islands,Highland,334454,953032
0943748,Slight,01-Apr-20,4,2020,1,1,Driver/Rider,Male,21,Ayrshire,East Ayrshire,244770,640239
0943757,Slight,01-Apr-20,4,2020,2,1,Driver/Rider,Female,57,Tayside,Dundee City,343906,732695
0943777,Slight,01-Apr-20,4,2020,2,1,Driver/Rider,Male,36,Greater Glasgow,Glasgow City,255771,661067
0943809,Serious,31-Mar-20,3,2020,1,1,Driver/Rider,Male,28,The Lothians and Scottish Borders,West Lothian,306708,671461
0943820,Serious,21-Mar-20,3,2020,2,1,Passenger/Pillion,Female,19,The Lothians and Scottish Borders,West Lothian,304654,666150
0943970,Slight,31-Mar-20,3,2020,2,1,Driver/Rider,Female,41,Greater Glasgow,Glasgow City,257828,668358
0944062,Slight,02-Apr-20,4,2020,1,1,Driver/Rider,Male,18,Greater Glasgow,Glasgow City,256717,664250
0944063,Slight,03-Apr-20,4,2020,1,1,Driver/Rider,Male,31,Lanarkshire,South Lanarkshire,260448,662223
0944212,Slight,03-Apr-20,4,2020,1,1,Pedestrian,Male,79,Renfrewshire and Inverclyde,Renfrewshire,244270,664517
0944224,Slight,03-Apr-20,4,2020,2,1,Passenger/Pillion,Female,3,Edinburgh,City of Edinburgh,328296,675154
0944232,Slight,03-Apr-20,4,2020,1,1,Driver/Rider,Female,21,Dumfries and Galloway,Dumfries & Galloway,316089,573658
0944237,Slight,16-Mar-20,3,2020,1,1,Passenger/Pillion,Female,34,Renfrewshire and Inverclyde,Renfrewshire,249946,667063
0944242,Slight,11-Mar-20,3,2020,1,2,Driver/Rider,Female,20,Tayside,Angus,349745,732516
0944242,Slight,11-Mar-20,3,2020,2,1,Driver/Rider,Female,41,Tayside,Angus,349745,732516
0944247,Slight,31-Jan-20,1,2020,2,1,Driver/Rider,Female,33,Greater Glasgow,Glasgow City,257645,668393
0944256,Serious,01-Apr-20,4,2020,1,1,Driver/Rider,Male,39,Lanarkshire,South Lanarkshire,303848,654165
0944287,Slight,03-Apr-20,4,2020,1,1,Pedestrian,Male,30,Edinburgh,City of Edinburgh,326477,676788
0944291,Serious,04-Apr-20,4,2020,1,1,Driver/Rider,Male,23,North East,Aberdeenshire,383237,830831
0944292,Serious,04-Apr-20,4,2020,1,1,Driver/Rider,Male,51,Argyll and West Dunbartonshire,Argyll & Bute,208604,710673
0944306,Serious,04-Apr-20,4,2020,1,1,Driver/Rider,Male,59,Greater Glasgow,Glasgow City,259978,662608
0944308,Serious,22-Mar-20,3,2020,1,1,Driver/Rider,Male,51,Fife,Fife,303514,696228
0944327,Serious,03-Apr-20,4,2020,1,1,Driver/Rider,Male,56,North East,Aberdeenshire,382120,774524
0944404,Serious,01-Apr-20,4,2020,1,1,Driver/Rider,Male,27,Argyll and West Dunbartonshire,West Dunbartonshire,243690,673812
0944587,Serious,06-Apr-20,4,2020,1,1,Driver/Rider,Male,25,Greater Glasgow,Glasgow City,252360,660528
0944602,Slight,06-Apr-20,4,2020,1,1,Driver/Rider,Male,65,Greater Glasgow,East Renfrewshire,255615,650983
0944603,Serious,06-Apr-20,4,2020,2,1,Driver/Rider,Male,28,Greater Glasgow,Glasgow City,252928,667362
0944797,Serious,02-Apr-20,4,2020,1,1,Driver/Rider,Male,43,Forth Valley,Falkirk,284783,683371
0944836,Slight,07-Apr-20,4,2020,2,1,Driver/Rider,Male,51,Argyll and West Dunbartonshire,Argyll & Bute,216903,680275
0944881,Slight,07-Apr-20,4,2020,2,1,Driver/Rider,Male,58,Tayside,Dundee City,347661,732856
0944912,Slight,02-Apr-20,4,2020,1,1,Driver/Rider,Female,59,North East,Aberdeenshire,391987,801466
0944912,Slight,02-Apr-20,4,2020,2,2,Driver/Rider,Male,37,North East,Aberdeenshire,391987,801466
0945068,Serious,29-Mar-20,3,2020,1,1,Pedestrian,Female,32,Lanarkshire,South Lanarkshire,270557,656865
0945155,Slight,07-Apr-20,4,2020,1,1,Pedestrian,Male,19,Greater Glasgow,Glasgow City,256777,666762
0945156,Serious,01-Jan-20,1,2020,2,1,Driver/Rider,Male,28,Edinburgh,City of Edinburgh,325650,673465
0945233,Slight,23-Mar-20,3,2020,1,1,Passenger/Pillion,Female,21,Tayside,Angus,368471,764901
0945377,Slight,09-Apr-20,4,2020,1,1,Passenger/Pillion,Female,30,Tayside,Perth & Kinross,308729,724871
0945424,Serious,09-Apr-20,4,2020,1,1,Pedestrian,Male,14,Renfrewshire and Inverclyde,Renfrewshire,240833,662909
0945444,Serious,20-Mar-20,3,2020,1,1,Passenger/Pillion,Male,27,Dumfries and Galloway,Dumfries & Galloway,246213,537284
0945452,Slight,10-Apr-20,4,2020,2,1,Passenger/Pillion,Female,27,Greater Glasgow,East Dunbartonshire,265812,673461
0945484,Slight,06-Apr-20,4,2020,2,1,Passenger/Pillion,Male,8,Greater Glasgow,Glasgow City,266210,662869
0945487,Slight,10-Apr-20,4,2020,1,1,Driver/Rider,Female,18,North East,Aberdeenshire,354186,799972
0945534,Serious,11-Apr-20,4,2020,2,2,Driver/Rider,Male,45,Greater Glasgow,East Dunbartonshire,265502,672558
0945544,Serious,11-Apr-20,4,2020,1,1,Pedestrian,Male,64,Renfrewshire and Inverclyde,Renfrewshire,242265,662718
0945545,Serious,11-Apr-20,4,2020,1,1,Pedestrian,Female,61,Tayside,Dundee City,335059,732813
0945575,Slight,11-Apr-20,4,2020,1,1,Driver/Rider,Male,37,The Lothians and Scottish Borders,Scottish Borders,344275,645800
0945596,Fatal,11-Apr-20,4,2020,1,1,Driver/Rider,Male,43,Highland and Islands,Highland,276000,879793
0945600,Slight,12-Apr-20,4,2020,1,1,Passenger/Pillion,Female,43,Greater Glasgow,Glasgow City,258625,666386
0945621,Serious,02-Apr-20,4,2020,1,1,Driver/Rider,Male,55,North East,Aberdeenshire,366210,772909
0945622,Serious,12-Apr-20,4,2020,1,1,Passenger/Pillion,Male,20,North East,Aberdeenshire,390249,799621
0945636,Slight,10-Apr-20,4,2020,2,1,Driver/Rider,Female,52,Greater Glasgow,East Renfrewshire,251032,659945
0945637,Slight,13-Apr-20,4,2020,2,1,Driver/Rider,Male,45,Greater Glasgow,East Dunbartonshire,260550,669304
0945640,Slight,10-Apr-20,4,2020,1,1,Driver/Rider,Female,24,Highland and Islands,Highland,268103,870159
0945640,Slight,10-Apr-20,4,2020,1,2,Passenger/Pillion,Male,4,Highland and Islands,Highland,268103,870159
0945647,Slight,13-Apr-20,4,2020,1,1,Driver/Rider,Female,26,Renfrewshire and Inverclyde,Renfrewshire,251452,667038
0945647,Slight,13-Apr-20,4,2020,2,2,Driver/Rider,Male,21,Renfrewshire and Inverclyde,Renfrewshire,251452,667038
0945668,Serious,13-Apr-20,4,2020,1,1,Driver/Rider,Male,14,Edinburgh,City of Edinburgh,329286,669470
0945759,Serious,14-Apr-20,4,2020,2,1,Driver/Rider,Female,61,Renfrewshire and Inverclyde,Inverclyde,228747,675720
0945779,Slight,14-Apr-20,4,2020,1,1,Passenger/Pillion,Female,59,The Lothians and Scottish Borders,Midlothian,333990,666905
0945782,Serious,14-Apr-20,4,2020,1,1,Driver/Rider,Female,62,Highland and Islands,Highland,268491,857740
0945795,Slight,14-Apr-20,4,2020,2,1,Passenger/Pillion,Male,35,Lanarkshire,North Lanarkshire,275098,667495
0945867,Slight,14-Apr-20,4,2020,1,1,Driver/Rider,Male,35,The Lothians and Scottish Borders,East Lothian,333858,672383
0945878,Slight,11-Apr-20,4,2020,2,1,Driver/Rider,Male,29,Lanarkshire,North Lanarkshire,278590,654844
0945878,Slight,11-Apr-20,4,2020,2,2,Passenger/Pillion,Male,36,Lanarkshire,North Lanarkshire,278590,654844
0945883,Slight,30-Mar-20,3,2020,1,1,Passenger/Pillion,Female,50,Highland and Islands,Highland,316661,959343
0945895,Serious,14-Apr-20,4,2020,1,1,Passenger/Pillion,Male,5,Tayside,Angus,356106,743814
0946085,Serious,15-Apr-20,4,2020,1,1,Driver/Rider,Male,27,Highland and Islands,Eilean Siar,71500,803289
0946134,Slight,15-Apr-20,4,2020,2,1,Driver/Rider,Male,25,Greater Glasgow,East Renfrewshire,253038,656971
0946184,Slight,11-Apr-20,4,2020,1,1,Driver/Rider,Male,41,Tayside,Perth & Kinross,309336,739371
0946207,Slight,01-Mar-20,3,2020,1,1,Passenger/Pillion,Female,17,Fife,Fife,303965,689184
0946272,Slight,24-Feb-20,2,2020,1,1,Pedestrian,Female,66,Ayrshire,South Ayrshire,231564,618898
0946373,Serious,15-Apr-20,4,2020,1,1,Pedestrian,Male,39,North East,Moray,317595,862900
0946382,Serious,15-Apr-20,4,2020,1,1,Pedestrian,Male,16,Lanarkshire,South Lanarkshire,261530,661688
0946388,Slight,16-Apr-20,4,2020,1,1,Driver/Rider,Male,47,Highland and Islands,Shetland Islands,439213,1136276
0946397,Slight,21-Mar-20,3,2020,1,1,Driver/Rider,Male,33,Highland and Islands,Shetland Islands,442966,1152779
0946430,Slight,14-Apr-20,4,2020,2,1,Driver/Rider,Male,57,Lanarkshire,South Lanarkshire,264503,660517
0946533,Slight,27-Mar-20,3,2020,1,1,Driver/Rider,Female,42,Tayside,Dundee City,338691,729966
0946581,Slight,17-Apr-20,4,2020,2,1,Driver/Rider,Male,52,Renfrewshire and Inverclyde,Renfrewshire,249101,662998
0946610,Slight,23-Mar-20,3,2020,1,2,Passenger/Pillion,Female,20,Fife,Fife,340883,723931
0946610,Serious,23-Mar-20,3,2020,1,3,Passenger/Pillion,Male,29,Fife,Fife,340883,723931
0946610,Serious,23-Mar-20,3,2020,1,4,Driver/Rider,Male,23,Fife,Fife,340883,723931
0946655,Slight,24-Jan-20,1,2020,2,1,Driver/Rider,Male,44,Greater Glasgow,Glasgow City,257984,665272
0946678,Slight,18-Apr-20,4,2020,2,1,Driver/Rider,Male,62,Ayrshire,South Ayrshire,234672,624372
0946685,Serious,18-Apr-20,4,2020,1,1,Pedestrian,Female,62,Ayrshire,North Ayrshire,233638,639899
0946690,Slight,19-Apr-20,4,2020,1,1,Driver/Rider,Female,16,Greater Glasgow,Glasgow City,252999,661466
0946696,Slight,19-Apr-20,4,2020,1,2,Driver/Rider,Male,20,Lanarkshire,North Lanarkshire,275683,662068
0946696,Slight,19-Apr-20,4,2020,2,1,Driver/Rider,Male,39,Lanarkshire,North Lanarkshire,275683,662068
0946710,Serious,18-Apr-20,4,2020,2,1,Driver/Rider,Male,23,Renfrewshire and Inverclyde,Renfrewshire,248332,663748
0946711,Serious,19-Apr-20,4,2020,2,1,Driver/Rider,Male,68,Argyll and West Dunbartonshire,Argyll & Bute,208396,664232
0946718,Serious,20-Mar-20,3,2020,1,2,Pedestrian,Male,39,Highland and Islands,Highland,254394,855409
0946743,Serious,19-Apr-20,4,2020,1,1,Driver/Rider,Male,34,The Lothians and Scottish Borders,East Lothian,366171,677424
0946790,Slight,01-Feb-20,2,2020,1,1,Pedestrian,Female,21,North East,Aberdeen City,394075,807066
0946844,Slight,11-Apr-20,4,2020,2,1,Driver/Rider,Female,23,Tayside,Perth & Kinross,293200,716727
0946915,Slight,19-Apr-20,4,2020,2,1,Passenger/Pillion,Female,85,North East,Aberdeen City,394472,800536
0946925,Fatal,20-Apr-20,4,2020,2,1,Driver/Rider,Male,27,Greater Glasgow,Glasgow City,260049,660699
0946953,Serious,18-Apr-20,4,2020,2,1,Driver/Rider,Female,57,North East,Aberdeenshire,354346,827846
0946960,Serious,13-Apr-20,4,2020,1,1,Driver/Rider,Male,23,Highland and Islands,Highland,260463,864757
0946962,Slight,20-Apr-20,4,2020,1,1,Pedestrian,Male,63,Renfrewshire and Inverclyde,Inverclyde,235851,670106
0946972,Slight,19-Apr-20,4,2020,2,1,Driver/Rider,Male,32,The Lothians and Scottish Borders,Midlothian,339562,668051
0946973,Slight,20-Apr-20,4,2020,1,1,Driver/Rider,Male,56,Greater Glasgow,Glasgow City,252038,661277
0946973,Slight,20-Apr-20,4,2020,2,2,Driver/Rider,Male,34,Greater Glasgow,Glasgow City,252038,661277
0946977,Slight,24-Jan-20,1,2020,1,1,Driver/Rider,Male,41,Edinburgh,City of Edinburgh,325440,672572
0947039,Serious,15-Apr-20,4,2020,1,1,Driver/Rider,Male,50,Tayside,Angus,365138,744421
0947146,Slight,21-Apr-20,4,2020,1,2,Driver/Rider,Female,31,Greater Glasgow,Glasgow City,265674,663901
0947146,Slight,21-Apr-20,4,2020,2,1,Driver/Rider,Male,35,Greater Glasgow,Glasgow City,265674,663901
0947156,Serious,11-Apr-20,4,2020,2,1,Driver/Rider,Male,35,Edinburgh,City of Edinburgh,327643,676332
0947208,Slight,19-Apr-20,4,2020,2,1,Driver/Rider,Female,25,Lanarkshire,South Lanarkshire,260375,662809
0947239,Slight,31-Jan-20,1,2020,1,1,Passenger/Pillion,Female,22,Forth Valley,Falkirk,280953,680082
0947239,Serious,31-Jan-20,1,2020,1,2,Passenger/Pillion,Female,22,Forth Valley,Falkirk,280953,680082
0947374,Slight,20-Apr-20,4,2020,2,1,Driver/Rider,Male,33,Fife,Fife,359860,708379
0947438,Serious,18-Apr-20,4,2020,2,1,Driver/Rider,Female,33,Lanarkshire,North Lanarkshire,277354,665526
0947440,Serious,22-Apr-20,4,2020,2,1,Driver/Rider,Male,62,Tayside,Dundee City,342283,731427
0947452,Serious,22-Apr-20,4,2020,2,1,Driver/Rider,Male,67,Lanarkshire,North Lanarkshire,270213,677733
0947456,Fatal,20-Apr-20,4,2020,1,1,Pedestrian,Male,36,Fife,Fife,313171,683538
0947459,Serious,23-Apr-20,4,2020,1,1,Passenger/Pillion,Male,42,Tayside,Angus,355347,736751
0947462,Slight,21-Apr-20,4,2020,2,1,Driver/Rider,Female,19,Dumfries and Galloway,Dumfries & Galloway,240056,549530
0947464,Slight,18-Apr-20,4,2020,2,1,Driver/Rider,Male,73,Dumfries and Galloway,Dumfries & Galloway,308674,605145
0947467,Slight,18-Feb-20,2,2020,1,1,Driver/Rider,Male,68,Dumfries and Galloway,Dumfries & Galloway,307824,572926
0947608,Slight,23-Apr-20,4,2020,2,1,Driver/Rider,Female,54,Highland and Islands,Highland,336731,951344
0947650,Slight,16-Jan-20,1,2020,2,1,Driver/Rider,Male,59,Greater Glasgow,East Dunbartonshire,267534,670908
0947682,Slight,22-Apr-20,4,2020,2,1,Driver/Rider,Male,27,Renfrewshire and Inverclyde,Inverclyde,224361,675242
0947684,Slight,19-Apr-20,4,2020,1,2,Driver/Rider,Male,34,Fife,Fife,310977,684930
0947685,Serious,24-Apr-20,4,2020,1,1,Driver/Rider,Male,17,Renfrewshire and Inverclyde,Inverclyde,225174,677283
0947812,Serious,16-Apr-20,4,2020,1,1,Driver/Rider,Female,53,Dumfries and Galloway,Dumfries & Galloway,259338,556786
0947838,Slight,24-Apr-20,4,2020,2,1,Passenger/Pillion,Male,26,Renfrewshire and Inverclyde,Renfrewshire,248293,663580
0947838,Slight,24-Apr-20,4,2020,2,2,Driver/Rider,Female,48,Renfrewshire and Inverclyde,Renfrewshire,248293,663580
0947840,Slight,24-Apr-20,4,2020,2,1,Driver/Rider,Male,22,Lanarkshire,South Lanarkshire,262238,660332
0947844,Slight,23-Apr-20,4,2020,1,1,Driver/Rider,Male,26,Highland and Islands,Highland,287429,852716
0947844,Slight,23-Apr-20,4,2020,2,2,Driver/Rider,Female,51,Highland and Islands,Highland,287429,852716
0947850,Slight,24-Apr-20,4,2020,2,1,Driver/Rider,Male,44,Greater Glasgow,Glasgow City,253818,668727
0947875,Slight,24-Apr-20,4,2020,2,1,Driver/Rider,Female,19,Greater Glasgow,East Dunbartonshire,262000,671934
0947878,Serious,24-Apr-20,4,2020,2,2,Driver/Rider,Female,54,Greater Glasgow,Glasgow City,252849,665871
0947894,Serious,24-Apr-20,4,2020,1,1,Driver/Rider,Female,21,North East,Aberdeenshire,408028,850198
0947899,Serious,24-Apr-20,4,2020,1,1,Driver/Rider,Male,32,The Lothians and Scottish Borders,Scottish Borders,330266,624788
0947904,Serious,19-Apr-20,4,2020,1,1,Driver/Rider,Male,62,Lanarkshire,South Lanarkshire,295513,620491
0947913,Serious,25-Apr-20,4,2020,1,1,Driver/Rider,Male,22,Fife,Fife,328914,699492
0947913,Slight,25-Apr-20,4,2020,2,2,Driver/Rider,Male,62,Fife,Fife,328914,699492
0947921,Serious,25-Apr-20,4,2020,1,1,Driver/Rider,Male,72,Renfrewshire and Inverclyde,Inverclyde,222238,673596
0947936,Slight,24-Apr-20,4,2020,1,1,Driver/Rider,Male,35,Edinburgh,City of Edinburgh,321893,668691
0947948,Serious,24-Apr-20,4,2020,2,2,Driver/Rider,Male,25,Greater Glasgow,Glasgow City,256632,666340
0947949,Slight,25-Apr-20,4,2020,1,1,Passenger/Pillion,Female,25,Edinburgh,City of Edinburgh,319505,673943
0947957,Serious,25-Apr-20,4,2020,1,1,Pedestrian,Male,19,Lanarkshire,North Lanarkshire,276670,659363
0947959,Serious,25-Apr-20,4,2020,2,1,Driver/Rider,Male,44,North East,Aberdeenshire,343696,813841
0947963,Slight,25-Apr-20,4,2020,1,2,Driver/Rider,Male,33,Greater Glasgow,Glasgow City,263451,666721
0947963,Slight,25-Apr-20,4,2020,2,1,Driver/Rider,Male,51,Greater Glasgow,Glasgow City,263451,666721
0947968,Serious,25-Apr-20,4,2020,1,1,Driver/Rider,Female,26,Lanarkshire,North Lanarkshire,278442,666154
0947982,Slight,21-Feb-20,2,2020,1,1,Pedestrian,Female,61,Greater Glasgow,Glasgow City,264878,664140
0947989,Serious,26-Apr-20,4,2020,1,1,Driver/Rider,Male,36,Edinburgh,City of Edinburgh,321435,670660
0947996,Slight,26-Apr-20,4,2020,2,1,Driver/Rider,Male,49,Dumfries and Galloway,Dumfries & Galloway,299784,577147
0948018,Slight,26-Apr-20,4,2020,1,1,Driver/Rider,Male,34,Greater Glasgow,East Renfrewshire,249867,658806
0948023,Slight,21-Apr-20,4,2020,1,1,Driver/Rider,Male,57,Lanarkshire,South Lanarkshire,266689,656325
0948028,Serious,26-Apr-20,4,2020,9,1,Driver/Rider,Female,25,Fife,Fife,304261,686275
0948062,Slight,26-Apr-20,4,2020,1,1,Passenger/Pillion,Male,15,North East,Aberdeenshire,381132,788869
0948062,Slight,26-Apr-20,4,2020,1,2,Driver/Rider,Male,19,North East,Aberdeenshire,381132,788869
0948062,Slight,26-Apr-20,4,2020,1,3,Passenger/Pillion,Male,19,North East,Aberdeenshire,381132,788869
0948062,Slight,26-Apr-20,4,2020,1,4,Passenger/Pillion,Male,19,North East,Aberdeenshire,381132,788869
0948152,Serious,07-Feb-20,2,2020,2,1,Passenger/Pillion,Female,14,Highland and Islands,Highland,278679,832257
0948164,Serious,26-Apr-20,4,2020,1,1,Driver/Rider,Male,31,The Lothians and Scottish Borders,Midlothian,328412,661388
0948188,Serious,04-Mar-20,3,2020,1,1,Pedestrian,Male,29,Edinburgh,City of Edinburgh,324531,671195
0948203,Serious,13-Apr-20,4,2020,1,1,Driver/Rider,Male,36,Edinburgh,City of Edinburgh,325329,675035
0948212,Slight,23-Mar-20,3,2020,1,1,Driver/Rider,Male,13,Tayside,Angus,348768,732418
0948239,Slight,27-Apr-20,4,2020,2,1,Driver/Rider,Male,57,Tayside,Dundee City,341381,732136
0948333,Slight,21-Apr-20,4,2020,1,1,Driver/Rider,Male,25,Tayside,Dundee City,339490,732194
0948401,Slight,24-Mar-20,3,2020,1,1,Driver/Rider,Male,52,Tayside,Angus,354220,734414
0948417,Slight,28-Apr-20,4,2020,1,1,Driver/Rider,Male,22,Greater Glasgow,Glasgow City,257984,666141
0948586,Slight,28-Apr-20,4,2020,1,1,Pedestrian,Male,44,Greater Glasgow,Glasgow City,259644,664858
0948615,Fatal,28-Apr-20,4,2020,1,1,Driver/Rider,Female,28,North East,Moray,336615,856875
0948615,Slight,28-Apr-20,4,2020,2,3,Driver/Rider,Male,30,North East,Moray,336615,856875
0948615,Slight,28-Apr-20,4,2020,3,2,Driver/Rider,Male,40,North East,Moray,336615,856875
0948615,Serious,28-Apr-20,4,2020,3,4,Passenger/Pillion,Male,35,North East,Moray,336615,856875
0948617,Slight,28-Apr-20,4,2020,1,1,Driver/Rider,Female,44,Ayrshire,North Ayrshire,226981,647104
0948623,Slight,29-Apr-20,4,2020,2,1,Driver/Rider,Male,51,The Lothians and Scottish Borders,Scottish Borders,352030,616310
0948628,Slight,29-Apr-20,4,2020,2,1,Driver/Rider,Male,40,Greater Glasgow,Glasgow City,257118,661897
0948635,Slight,24-Mar-20,3,2020,1,1,Driver/Rider,Male,56,Tayside,Perth & Kinross,310324,725370
0948639,Slight,17-Apr-20,4,2020,3,1,Driver/Rider,Male,35,Tayside,Perth & Kinross,324391,726108
0948646,Slight,28-Apr-20,4,2020,1,1,Driver/Rider,Female,24,Lanarkshire,North Lanarkshire,282543,655965
0948754,Slight,30-Apr-20,4,2020,2,1,Driver/Rider,Male,35,Edinburgh,City of Edinburgh,330350,674067
0948851,Serious,30-Apr-20,4,2020,2,1,Driver/Rider,Male,71,The Lothians and Scottish Borders,West Lothian,306771,666315
0948860,Slight,30-Apr-20,4,2020,1,1,Driver/Rider,Male,30,Fife,Fife,312952,688186
0948891,Slight,30-Apr-20,4,2020,1,1,Pedestrian,Female,6,Dumfries and Galloway,Dumfries & Galloway,205732,560801
0949048,Slight,01-May-20,5,2020,1,1,Pedestrian,Male,69,The Lothians and Scottish Borders,East Lothian,340429,672806
0949079,Slight,29-Apr-20,4,2020,1,1,Driver/Rider,Male,61,Dumfries and Galloway,Dumfries & Galloway,319653,566550
0949096,Slight,28-Apr-20,4,2020,1,1,Driver/Rider,Male,72,Highland and Islands,Highland,276803,897616
